ts_code,period,dcf_equity_value_ttm,dcf_equity_value_ttm_growth_r,total_mv,symbol,name,area,industry,market,list_date,list_status
000008.SZ,2024Q1,,,673661.6654,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2024Q2,,,524260.8928,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2024Q3,,,654647.0216,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2024Q4,6243540943.812177,6243540943.812177,787749.5281,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2025Q1,8502159665.840425,8502159665.840425,695392.6868,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2025Q2,9594966321.846281,9594966321.846281,757869.3736,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2025Q3,8891068355.418085,8891068355.418085,774167.6397,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2025Q4,1576507807.1464376,-283348581.5477171,774167.6397,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2026Q1,1288060681.9376926,-363580452.77502036,888255.5023,000008,神州高铁,北京,运输设备,主板,19920507,L
000008.SZ,2026Q2,,,730705.5967,000008,神州高铁,北京,运输设备,主板,19920507,L
000009.SZ,1992Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,1993Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,1994Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,1995Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,1996Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2008Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2009Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2010Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2012Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2013Q4,,,,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2014Q1,,,1322098.7158,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2014Q2,,,1280704.7333,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2014Q3,,,2000458.2838,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2014Q4,,,1949280.2691,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2015Q1,,,2658819.3346,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2015Q2,,,2596727.1466,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2015Q3,,,1686041.7218,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2015Q4,,,2859424.8653,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2016Q1,,,2185963.441,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2016Q2,,,2181187.1188,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2016Q3,,,2231020.0799,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2016Q4,,,2226721.39,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2017Q1,,,1970949.3384,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2017Q2,,,1738820.0815,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2017Q3,,,1932261.1289,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2017Q4,,,1553976.414,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2018Q1,,,1304652.3974,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2018Q2,,,1053179.0358,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2018Q3,22764704996.10853,22764704996.10853,997296.0665,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2018Q4,36861669127.38701,36861669127.38701,926367.6825,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2019Q1,44939199064.86389,44939199064.86389,1442210.4755,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2019Q2,47001847219.13467,47001847219.13467,1227275.9784,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2019Q3,25034141466.22029,25034141466.22029,1137433.3586,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2019Q4,14698749440.948183,6371137436.04591,1596533.4443,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2020Q1,13038360835.20314,5744578241.169391,1516577.8114,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2020Q2,4674708788.913606,3282882240.434269,2194911.0842,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2020Q3,3425732218.771246,765144852.2279024,1805449.7755,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2020Q4,,,1942148.1156,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2021Q1,,,2238757.7216,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2021Q2,,,4712223.9141,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2021Q3,,,4946932.3849,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2021Q4,,,3721805.7515,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2022Q1,,,2886140.4268,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2022Q2,,,3479359.6388,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2022Q3,,,2893878.0687,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2022Q4,,,3118269.6837,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2023Q1,,,2932566.2782,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2023Q2,7657666319.773893,30455518887.246193,3113111.2558,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2023Q3,39187894089.40349,453591942175.5992,2687540.9515,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2023Q4,80928689085.02678,137967948820.30243,3027997.1949,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2024Q1,43483807657.37515,51767527975.69371,2733966.8029,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2024Q2,,,2218124.0099,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2024Q3,,,2478624.6204,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2024Q4,,,2359980.778,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2025Q1,,,2091742.5256,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2025Q2,,,2290342.0009,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2025Q3,,,3213700.6004,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2025Q4,,,2540525.7555,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2026Q1,,,2272287.5032,000009,中国宝安,深圳,电气设备,主板,19910625,L
000009.SZ,2026Q2,,,2231020.0797,000009,中国宝安,深圳,电气设备,主板,19910625,L
000010.SZ,1995Q4,,,,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,1996Q4,,,,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,1998Q4,,,,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2014Q1,,,371660.106,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2014Q2,,,386361.8507,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2014Q3,,,457518.2951,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2014Q4,,,435171.6431,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2015Q1,,,435171.6431,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2015Q2,,,635703.4408,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2015Q3,,,362839.0592,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2015Q4,,,712669.2714,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2016Q1,,,682938.9759,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2016Q2,,,641946.2403,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2016Q3,,,689497.8136,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2016Q4,,,630468.2743,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2017Q1,17699834290.631523,17699834290.631523,555861.4954,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2017Q2,17410574216.379887,17410574216.379887,414026.6301,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2017Q3,18012824965.263416,18012824965.263416,438622.2715,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2017Q4,14757482082.913116,14757482082.913116,444361.2544,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2018Q1,,,369754.4756,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2018Q2,,,320563.1928,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2018Q3,,,395169.9717,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2018Q4,,,267272.6364,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2019Q1,,,286129.2948,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2019Q2,,,271371.91,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2019Q3,,,275471.1836,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2019Q4,565738343.4189278,565738343.4189278,278750.6024,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2020Q1,,,286949.1496,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2020Q2,1165307188.4208941,1165307188.4208941,311544.7909,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2020Q3,,,320563.1928,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2020Q4,,,320563.1928,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2021Q1,,,336140.4323,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2021Q2,,,327941.8852,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2021Q3,,,301706.5344,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2021Q4,,,309085.2268,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2022Q1,1410342037.2400808,347753995.79641604,279570.4571,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2022Q2,,,424535.6091,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2022Q3,,,333488.072,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2022Q4,,,397009.6095,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2023Q1,,,298551.2263,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2023Q2,,,241381.8426,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2023Q3,,,373718.3791,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2023Q4,,,365589.4289,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2024Q1,,,271317.9409,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2024Q2,,,182794.7144,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2024Q3,,,250624.1997,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2024Q4,1760799048.0669336,342518855.8332111,323052.2941,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2025Q1,,,328800.5555,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2025Q2,,,346045.3399,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2025Q3,,,512744.9222,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2025Q4,,,405827.2591,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2026Q1,,,446065.0893,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000010.SZ,2026Q2,,,332249.5124,000010,*ST美丽,深圳,建筑工程,主板,19951027,L
000011.SZ,1992Q4,,,,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,1993Q4,,,,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,1994Q4,,,,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,1995Q4,,,,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2009Q3,,,,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2013Q4,,,,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2014Q1,,,471419.4618,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2014Q2,,,399901.9707,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2014Q3,,,492278.73,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2014Q4,,,594787.1338,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2015Q1,,,715770.8895,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2015Q2,,,888008.8471,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2015Q3,954675729.5238931,954675729.5238931,612070.5275,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2015Q4,8113256600.737329,8113256600.737329,865361.6416,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2016Q1,36389773138.58829,36389773138.58829,848078.2479,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2016Q2,56505900048.188774,56505900048.188774,798016.0042,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2016Q3,68074061808.74956,68074061808.74956,1012568.4773,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2016Q4,63469225138.34652,63469225138.34652,1116268.8393,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2017Q1,32740998046.26865,32740998046.26865,966678.0872,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2017Q2,8678279575.155504,8678279575.155504,1191958.184,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2017Q3,,,1156199.4385,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2017Q4,,,1000648.8955,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2018Q1,,,953566.5472,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2018Q2,,,659748.8548,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2018Q3,3844537783.9740763,3844537783.9740763,692527.7049,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2018Q4,33221931744.396397,33221931744.396397,547108.8065,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2019Q1,31777479342.79319,31777479342.79319,695507.6004,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2019Q2,23741044049.115746,23741044049.115746,569160.0329,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2019Q3,43353879109.69015,43353879109.69015,571543.9492,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2019Q4,24768619428.531498,24201833327.265995,560816.3256,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2020Q1,9369797861.948402,10477220813.168327,495258.6255,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2020Q2,,,953566.5472,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2020Q3,,,1064418.6583,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2020Q4,9705878425.292027,22244009469.614033,725306.555,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2021Q1,28287470809.44808,71192835283.79845,802783.8369,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2021Q2,85034863911.69534,398449848573.6821,724710.5759,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2021Q3,6697702996.120468,41838237457.94162,721730.6804,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2021Q4,,,694911.6213,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2022Q1,,,772388.9032,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2022Q2,,,805167.7533,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2022Q3,,,547704.7855,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2022Q4,258107763.22791624,-995701982.0947785,690739.7676,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2023Q1,9045316950.150745,2986714124.1304407,602534.862,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2023Q2,,,553664.5765,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2023Q3,,,582271.5729,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2023Q4,,,528037.4755,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2024Q1,,,491086.7718,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2024Q2,,,461287.8172,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2024Q3,,,585251.4683,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2024Q4,,,520885.7264,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2025Q1,,,495854.6045,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2025Q2,,,503602.3327,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2025Q3,,,554260.5556,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2025Q4,,,536977.1619,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2026Q1,,,511946.04,000011,深物业A,深圳,房产服务,主板,19920330,L
000011.SZ,2026Q2,,,480955.1272,000011,深物业A,深圳,房产服务,主板,19920330,L
000012.SZ,1992Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,1993Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,1994Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,1995Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,1996Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2000Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2001Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2002Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2003Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2004Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2005Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2006Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2007Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2008Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2009Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2010Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2011Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2012Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2013Q4,,,,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2014Q1,,,1635364.4213,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2014Q2,,,1417454.1875,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2014Q3,,,1635364.4213,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2014Q4,,,1844973.3128,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2015Q1,,,2255889.7537,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2015Q2,,,2768497.637,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2015Q3,,,1842897.9773,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2015Q4,1280249900.8713493,1280249900.8713493,2770572.9726,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2016Q1,10317112145.56398,10317112145.56398,2257965.0893,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2016Q2,20471179941.73103,20471179941.73103,2378334.5518,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2016Q3,25568846766.328632,25568846766.328632,2343053.8472,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2016Q4,20793292800.912056,20793292800.912056,2353430.525,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2017Q1,22165034850.353054,22165034850.353054,2264191.096,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2017Q2,14854147949.867512,14854147949.867512,1936288.0775,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2017Q3,21222099922.971878,21222099922.971878,1988067.6989,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2017Q4,30943726578.17011,30943726578.17011,2099104.6772,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2018Q1,26974625750.756996,26974625750.756996,1870563.1029,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2018Q2,36409843538.85971,36409843538.85971,1414100.9906,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2018Q3,36854606311.55132,36854606311.55132,1403005.8285,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2018Q4,35668679614.450905,35668679614.450905,1142447.6032,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2019Q1,37483098567.33635,37483098567.33635,1586255.5694,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2019Q2,35296703423.945984,35296703423.945984,1293009.6038,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2019Q3,39324953851.46853,39324953851.46853,1311658.7808,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2019Q4,43282391051.05205,15546511632.302608,1557206.2777,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2020Q1,35758092929.73545,12636887235.279453,1364498.1156,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2020Q2,39867997860.72652,27611759281.77476,1541487.4377,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2020Q3,39254586558.304306,31814857190.08419,1725728.9641,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2020Q4,42603929993.64099,31626925249.78813,2266170.775,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2021Q1,52431090742.06129,49573571619.30115,1931465.3353,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2021Q2,58828808192.57166,63799048515.05534,3144388.7176,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2021Q3,55535807904.82082,50932155548.92238,3073762.7991,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2021Q4,56067494315.61706,53662847152.21654,3049197.2623,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2022Q1,35964096395.760345,31917302957.37626,2278453.5434,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2022Q2,10835632620.468813,9011471321.7588,2278453.5434,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2022Q3,,,2131060.3223,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2022Q4,,,2060434.4038,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2023Q1,,,2060434.4038,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2023Q2,,,1830132.4958,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2023Q3,,,1731870.3483,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2023Q4,,,1710375.5036,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2024Q1,,,1679668.5825,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2024Q2,,,1547628.8219,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2024Q3,,,1774860.0378,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2024Q4,,,1621325.4325,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2025Q1,,,1513851.2088,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2025Q2,,,1418659.7534,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2025Q3,,,1421730.4455,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2025Q4,-1345719443.887209,-4266591538.9922466,1360316.6034,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2026Q1,29063687.00273609,-4658835846.916632,1353898.6209,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
000012.SZ,2026Q2,,,1226114.9308,000012,南玻Ａ,深圳,玻璃,主板,19920228,L
